Date,Open,High,Low,Close,Volume
2013-01-04,2.260759,2.340759,2.230759,2.254093,28408668.0
2013-01-07,2.227426,2.244093,2.170759,2.214093,22303672.0
2013-01-08,2.200759,2.290759,2.164093,2.284093,29244834.0
2013-01-09,2.267426,2.2774259999999997,2.1774259999999996,2.250759,22405823.0
2013-01-10,2.250759,2.3174259999999998,2.224093,2.284093,27445514.0
2013-01-11,2.2974259999999997,2.314093,2.170759,2.170759,22578249.0
2013-01-14,2.160759,2.307426,2.140759,2.267426,30434537.0
2013-01-15,2.287426,2.450759,2.274093,2.384093,49959946.0
2013-01-16,2.450759,2.6774259999999996,2.450759,2.6774259999999996,42949578.0
2013-01-17,2.957426,3.000759,2.794093,2.8740930000000002,109728694.0
2013-01-18,2.820759,2.954093,2.734093,2.824093,63019270.0
2013-01-21,2.810759,2.964093,2.7374259999999997,2.880759,47581174.0
2013-01-22,2.8740930000000002,2.977426,2.710759,2.787426,48285508.0
2013-01-23,2.700759,2.750759,2.600759,2.720759,34680462.0
2013-01-24,2.720759,2.754093,2.494093,2.504093,37998827.0
2013-01-25,2.520759,2.640759,2.484093,2.554093,29080281.0
2013-01-28,2.5274259999999997,2.637426,2.520759,2.630759,23513947.0
2013-01-29,2.627426,2.727426,2.557426,2.680759,29818828.0
2013-01-30,2.630759,2.660759,2.564093,2.590759,28015618.0
2013-01-31,2.580759,2.904093,2.577426,2.900759,63385510.0
2013-02-01,2.790759,2.8940930000000002,2.720759,2.830759,42765249.0
2013-02-04,2.890759,2.8940930000000002,2.714093,2.7974259999999997,37798590.0
2013-02-05,2.744093,2.804093,2.700759,2.780759,21078086.0
2013-02-06,2.780759,2.964093,2.767426,2.830759,24866662.0
2013-02-07,2.827426,2.844093,2.764093,2.790759,13625330.0
2013-02-08,2.7774259999999997,2.854093,2.7774259999999997,2.804093,12569130.0
2013-02-18,2.804093,2.807426,2.707426,2.724093,16865177.0
2013-02-19,2.707426,2.727426,2.590759,2.620759,16381848.0
2013-02-20,2.604093,2.670759,2.604093,2.664093,10179663.0
2013-02-21,2.6240930000000002,2.6240930000000002,2.457426,2.484093,20507082.0
2013-02-22,2.494093,2.540759,2.414093,2.5074259999999997,10290284.0
2013-02-25,2.510759,2.530759,2.484093,2.514093,7716224.0
2013-02-26,2.497426,2.500759,2.384093,2.400759,13557873.0
2013-02-27,2.420759,2.460759,2.397426,2.434093,8402050.0
2013-02-28,2.444093,2.564093,2.397426,2.557426,18691545.0
2013-03-01,2.537426,2.550759,2.480759,2.5274259999999997,12868929.0
2013-03-04,2.470759,2.470759,2.3174259999999998,2.354093,16016586.0
2013-03-05,2.357426,2.430759,2.334093,2.420759,10632422.0
2013-03-06,2.440759,2.574093,2.3940930000000002,2.537426,18440464.0
2013-03-07,2.514093,2.577426,2.474093,2.497426,16466449.0
2013-03-08,2.504093,2.544093,2.484093,2.530759,12965226.0
2013-03-11,2.614093,2.837426,2.5474259999999997,2.837426,57365600.0
2013-03-12,2.860759,3.054093,2.780759,2.890759,78307298.0
2013-03-13,2.794093,3.174093,2.764093,2.944093,75072659.0
2013-03-14,2.847426,2.934093,2.780759,2.837426,30664102.0
2013-03-15,2.790759,2.9074259999999996,2.680759,2.744093,33328970.0
2013-03-18,2.720759,2.7374259999999997,2.560759,2.580759,24461043.0
2013-03-19,2.580759,2.7774259999999997,2.530759,2.740759,28567591.0
2013-03-20,2.694093,2.884093,2.6574259999999996,2.794093,34658918.0
2013-03-21,2.7774259999999997,2.847426,2.760759,2.7974259999999997,22320128.0
2013-03-22,2.807426,2.960759,2.747426,2.880759,36943962.0
2013-03-25,2.854093,2.887426,2.787426,2.800759,19782510.0
2013-03-26,2.760759,2.774093,2.634093,2.664093,21633949.0
2013-03-27,2.664093,2.754093,2.634093,2.720759,17561012.0
2013-03-28,2.660759,2.660759,2.500759,2.5074259999999997,16160884.0
2013-03-29,2.517426,2.5674259999999998,2.500759,2.510759,7815303.0
2013-04-01,2.514093,2.564093,2.497426,2.534093,6301801.0
