CODES,DATES,SeqOpenPrice,SeqClosePrice,SeqHighPrice,SeqLowPrice,SeqAvgPrice,SeqRiseAndFall,SeqUpAndDowns,SeqTurnoverVolume,SeqTurnoverValue,SeqTurnoverRate,SeqPrevClosePrice
000028.SZ,2010-01-04,17.492308,17.323077,17.576923,17.015385,17.245141,-0.530035,-0.092308,1103908.0,30311860.02,0.473257,17.415385
000028.SZ,2010-01-05,17.353846,17.9,18.223077,17.046154,17.638204,3.330373,0.576923,1601984.0,44806955.72,0.686788,17.323077
000028.SZ,2010-01-06,17.776923,18.238462,18.469231,17.738462,18.278081,1.890847,0.338462,2376690.0,68452247.33,1.018913,17.9
000028.SZ,2010-01-07,18.184616,17.261539,18.2,17.161539,17.697083,-5.35639,-0.976923,1408353.0,39498960.43,0.603776,18.238462
000028.SZ,2010-01-08,17.261539,16.853846,17.261539,16.507693,16.735043,-2.361854,-0.407692,1138243.0,30499852.87,0.487977,17.261539
000028.SZ,2010-01-11,16.738462,16.415385,16.853846,16.2,16.505304,-2.601552,-0.438462,1668852.0,44219395.09,0.715455,16.853846
000028.SZ,2010-01-12,16.415385,16.776923,16.846154,16.353846,16.601571,2.202437,0.361538,1186101.0,31576430.6,0.508494,16.415385
000028.SZ,2010-01-13,16.576923,16.8,17.161539,16.4,16.855262,0.137552,0.023077,1724557.0,46479984.77,0.739336,16.776923
000028.SZ,2010-01-14,16.838462,18.0,18.446154,16.838462,17.802226,7.142857,1.2,3182227.0,89684362.91,1.364255,16.8
000028.SZ,2010-01-15,18.076923,17.723077,18.253846,17.669231,17.784291,-1.538462,-0.276923,1450309.0,40840089.33,0.621763,18.0
000028.SZ,2010-01-18,17.653846,18.046154,18.069231,17.438462,17.810014,1.822917,0.323077,1602505.0,45179451.39,0.687011,17.723077
000028.SZ,2010-01-19,18.03077,17.484616,18.03077,17.3,17.543376,-3.111679,-0.561538,2117224.0,58957041.5,0.907677,18.046154
000028.SZ,2010-01-20,17.353846,17.676923,18.392308,17.238462,17.808239,1.099868,0.192308,2091738.0,58967579.46,0.896751,17.484616
000028.SZ,2010-01-21,17.723077,17.646154,17.884616,17.238462,17.47924,-0.174064,-0.030769,1130977.0,31399327.09,0.484862,17.676923
000028.SZ,2010-01-22,17.507693,16.876923,17.661539,16.761539,17.001366,-4.359198,-0.769231,1285561.0,34892407.66,0.551134,17.646154
000028.SZ,2010-01-25,16.738462,16.884616,17.276923,16.569231,16.944634,0.045579,0.007692,499312.0,13515389.07,0.21406,16.876923
000028.SZ,2010-01-26,16.876923,16.507693,17.276923,16.353846,16.809146,-2.232346,-0.376923,2124605.0,57134643.08,0.910841,16.884616
000028.SZ,2010-01-27,16.807693,17.069231,17.269231,16.469231,16.930641,3.401678,0.561538,1893710.0,51224539.2,0.811854,16.507693
