CODES,DATES,SeqOpenPrice,SeqClosePrice,SeqHighPrice,SeqLowPrice,SeqAvgPrice,SeqRiseAndFall,SeqUpAndDowns,SeqTurnoverVolume,SeqTurnoverValue,SeqTurnoverRate,SeqPrevClosePrice
000498.SZ,2010-01-04,,,,,,,,,,,
000498.SZ,2010-01-05,,,,,,,,,,,
000498.SZ,2010-01-06,,,,,,,,,,,
000498.SZ,2010-01-07,,,,,,,,,,,
000498.SZ,2010-01-08,,,,,,,,,,,
000498.SZ,2010-01-11,,,,,,,,,,,
000498.SZ,2010-01-12,,,,,,,,,,,
000498.SZ,2010-01-13,,,,,,,,,,,
000498.SZ,2010-01-14,,,,,,,,,,,
000498.SZ,2010-01-15,,,,,,,,,,,
000498.SZ,2010-01-18,,,,,,,,,,,
000498.SZ,2010-01-19,,,,,,,,,,,
000498.SZ,2010-01-20,,,,,,,,,,,
000498.SZ,2010-01-21,,,,,,,,,,,
000498.SZ,2010-01-22,,,,,,,,,,,
000498.SZ,2010-01-25,,,,,,,,,,,
000498.SZ,2010-01-26,,,,,,,,,,,
000498.SZ,2010-01-27,,,,,,,,,,,
000498.SZ,2010-01-28,,,,,,,,,,,
000498.SZ,2010-01-29,,,,,,,,,,,
000498.SZ,2010-02-01,,,,,,,,,,,
000498.SZ,2010-02-02,,,,,,,,,,,
000498.SZ,2010-02-03,,,,,,,,,,,
000498.SZ,2010-02-04,,,,,,,,,,,
000498.SZ,2010-02-05,,,,,,,,,,,
000498.SZ,2010-02-08,,,,,,,,,,,
000498.SZ,2010-02-09,,,,,,,,,,,
000498.SZ,2010-02-10,,,,,,,,,,,
000498.SZ,2010-02-11,,,,,,,,,,,
000498.SZ,2010-02-12,,,,,,,,,,,
000498.SZ,2010-02-22,,,,,,,,,,,
000498.SZ,2010-02-23,,,,,,,,,,,
000498.SZ,2010-02-24,,,,,,,,,,,
000498.SZ,2010-02-25,,,,,,,,,,,
000498.SZ,2010-02-26,,,,,,,,,,,
000498.SZ,2010-03-01,,,,,,,,,,,
000498.SZ,2010-03-02,,,,,,,,,,,
000498.SZ,2010-03-03,,,,,,,,,,,
000498.SZ,2010-03-04,,,,,,,,,,,
000498.SZ,2010-03-05,,,,,,,,,,,
000498.SZ,2010-03-08,,,,,,,,,,,
000498.SZ,2010-03-09,,,,,,,,,,,
000498.SZ,2010-03-10,,,,,,,,,,,
000498.SZ,2010-03-11,,,,,,,,,,,
000498.SZ,2010-03-12,,,,,,,,,,,
000498.SZ,2010-03-15,,,,,,,,,,,
000498.SZ,2010-03-16,,,,,,,,,,,
000498.SZ,2010-03-17,,,,,,,,,,,
000498.SZ,2010-03-18,,,,,,,,,,,
000498.SZ,2010-03-19,,,,,,,,,,,
000498.SZ,2010-03-22,,,,,,,,,,,
000498.SZ,2010-03-23,,,,,,,,,,,
000498.SZ,2010-03-24,,,,,,,,,,,
000498.SZ,2010-03-25,,,,,,,,,,,
000498.SZ,2010-03-26,,,,,,,,,,,
000498.SZ,2010-03-29,,,,,,,,,,,
000498.SZ,2010-03-30,,,,,,,,,,,
000498.SZ,2010-03-31,,,,,,,,,,,
000498.SZ,2010-04-01,,,,,,,,,,,
000498.SZ,2010-04-02,,,,,,,,,,,
000498.SZ,2010-04-06,,,,,,,,,,,
