2013-01-04	0.01268	0.028086	0.028367	0.028	0.027564	42904006
2013-01-07	0.009308	0.027285	0.027225	0.027315	0.027219	15774579
2013-01-08	-0.005208	0.027144	0.026823	0.026917	0.026968	15509255
2013-01-09	0.0	0.026924	0.026761	0.027012	0.027109	15356001
2013-01-10	0.020071	0.02705	0.026978	0.027267	0.027109	12796653
2013-01-11	-0.032	0.027285	0.02707	0.026789	0.026576	13628726
2013-01-14	0.0	0.026359	0.027147	0.026582	0.027454	17892154
2013-01-15	-0.002281	0.027348	0.027271	0.02757	0.027454	19928591
2013-01-16	0.027534	0.027521	0.027889	0.027443	0.027517	25263572
2013-01-17	-0.014434	0.027458	0.027024	0.02714	0.02678	12671207
2013-01-18	-0.002879	0.027097	0.026993	0.027172	0.027172	13810929
2013-01-21	-0.01082	0.02727	0.026947	0.027411	0.02725	11868883
2013-01-22	0.015029	0.027254	0.027549	0.027554	0.027548	23278939
2013-01-23	0.03717	0.027474	0.027024	0.027156	0.027141	12840264
2013-01-24	0.006031	0.027254	0.027101	0.026423	0.026168	20252001
2013-01-25	-0.018935	0.026108	0.026128	0.026263	0.026011	11572316
2013-01-28	-0.016298	0.026124	0.026159	0.026502	0.026513	12070604
2013-01-29	-0.014343	0.026532	0.02653	0.026726	0.026952	17221050
2013-01-30	-0.033278	0.026956	0.02741	0.027283	0.027344	26787325
2013-01-31	0.01065	0.027599	0.028136	0.028	0.028286	49272906
2013-02-01	-0.024604	0.027898	0.027611	0.027777	0.027988	23426994
2013-02-04	0.001643	0.028683	0.028676	0.028431	0.028694	39757321
2013-02-05	0.011074	0.028416	0.028645	0.028654	0.028647	24978522
2013-02-06	0.009503	0.028871	0.028676	0.028749	0.028333	19315483
2013-02-07	-0.008864	0.028306	0.027842	0.028303	0.028066	14481045
2013-02-08	0.042148	0.028164	0.028167	0.028351	0.028317	12873809
2013-02-18	0.016432	0.028306	0.027858	0.02757	0.027172	21796075
2013-02-19	-0.010453	0.027128	0.026885	0.026917	0.026733	14665913
2013-02-20	0.056442	0.026767	0.026592	0.027124	0.027015	9493993
2013-02-21	0.0	0.026359	0.025928	0.025706	0.025572	28779352
2013-02-22	0.005552	0.02559	0.025387	0.025722	0.025572	16054747
2013-02-25	0.026599	0.025527	0.025341	0.025706	0.025431	10161544
2013-02-26	-0.008166	0.025323	0.02497	0.025164	0.024772	13670493
2013-02-27	-0.0263	0.025087	0.024908	0.025148	0.024976	10662063
2013-02-28	0.014268	0.025197	0.025294	0.025148	0.02565	16669408
2013-03-01	0.049479	0.025496	0.025094	0.025387	0.025289	13321457
2013-03-04	-0.016645	0.024412	0.024507	0.024335	0.024097	20074285
2013-03-05	-0.010139	0.024334	0.024136	0.024526	0.024505	11599111
2013-03-06	-0.005044	0.024805	0.024522	0.024909	0.024756	11699288
2013-03-07	0.008906	0.024601	0.024955	0.024733	0.024881	15468386
2013-03-08	0.008339	0.024978	0.02463	0.025004	0.024662	8154747
2013-03-11	0.000642	0.024632	0.024306	0.024733	0.024458	6829410
2013-03-12	-0.014548	0.024522	0.024661	0.024526	0.024442	11504057
2013-03-13	0.01672	0.024569	0.02463	0.024877	0.024803	13134580
2013-03-14	-0.002566	0.024679	0.024399	0.024718	0.024395	7828159
2013-03-15	0.03588	0.024554	0.024584	0.024749	0.024458	11717866
2013-03-18	-0.00791	0.024067	0.023719	0.023969	0.023611	13105040
2013-03-19	-0.02381	0.023769	0.023565	0.023857	0.023799	5969606
2013-03-20	-0.004484	0.023863	0.024013	0.02408	0.024379	10564418
2013-03-21	0.011666	0.024601	0.024352	0.024733	0.024489	10163746
2013-03-22	-0.007079	0.024444	0.024121	0.024399	0.024207	11715292
2013-03-25	0.019016	0.024318	0.024244	0.024526	0.024379	9790467
2013-03-26	-0.006515	0.024302	0.02392	0.02416	0.023924	8142537
2013-03-27	0.019256	0.023941	0.024105	0.024303	0.024081	7850217
2013-03-28	0.008707	0.023847	0.023488	0.023984	0.023626	8537672
2013-03-29	0.0	0.023753	0.023472	0.023777	0.023422	5562336
