2013-01-04	-0.069832	0.013706	0.013713	0.013049	0.01334	285152831
2013-01-07	0.027433	0.013234	0.014236	0.013378	0.014342	210150795
2013-01-08	0.002115	0.014414	0.014236	0.013886	0.013959	151430552
2013-01-09	0.010686	0.013853	0.014004	0.013856	0.01393	128960387
2013-01-10	0.026323	0.013912	0.01412	0.013826	0.013782	126197735
2013-01-11	-0.105907	0.013853	0.013829	0.013497	0.013429	174120775
2013-01-14	-0.009711	0.013382	0.014847	0.013468	0.015019	250216183
2013-01-15	0.01179	0.015003	0.01505	0.014991	0.015167	140939098
2013-01-16	0.018004	0.015092	0.014963	0.014573	0.01499	135654262
2013-01-17	-0.061927	0.014885	0.014788	0.014662	0.014725	120526519
2013-01-18	-0.041376	0.014915	0.015689	0.01511	0.015697	173534881
2013-01-21	0.023946	0.01577	0.016183	0.015618	0.016375	205867882
2013-01-22	-0.055664	0.016242	0.016445	0.015827	0.015992	249060601
2013-01-23	-0.017098	0.015799	0.016735	0.015947	0.016934	203363307
2013-01-24	-0.005103	0.016949	0.017782	0.016902	0.017229	304905181
2013-01-25	-0.102309	0.017185	0.017171	0.017052	0.017317	130079817
2013-01-28	-0.038186	0.017362	0.019177	0.017589	0.019291	315832381
2013-01-29	-0.014474	0.019396	0.020484	0.019262	0.020057	361063210
2013-01-30	0.00729	0.020104	0.020194	0.019889	0.020351	241639786
2013-01-31	-0.11827	0.020369	0.020281	0.020009	0.020204	172906784
2013-02-01	-0.037134	0.020045	0.022751	0.020099	0.022914	362670464
2013-02-04	-0.021795	0.022934	0.024437	0.023145	0.023798	512477993
2013-02-05	0.001212	0.023347	0.024059	0.023563	0.024328	346947217
2013-02-06	0.09273	0.024291	0.024582	0.023832	0.024298	247862496
2013-02-07	0.067904	0.024173	0.023855	0.021801	0.022236	572384251
2013-02-08	0.01435	0.021902	0.021908	0.020875	0.020823	574655950
2013-02-18	-0.016928	0.021283	0.021211	0.020696	0.020528	351712969
2013-02-19	0.021618	0.020458	0.020891	0.020576	0.020881	310641765
2013-02-20	0.09812	0.020959	0.020659	0.019979	0.02044	351481661
2013-02-21	0.044637	0.02031	0.020019	0.018396	0.018613	585360981
