stock,avg_volume
000789.SZ.csv,16522374.3688
000503.SZ.csv,16517653.2352
000554.SZ.csv,16490868.8964
000792.SZ.csv,16472839.9896
600691.SH.csv,16469926.376
002628.SZ.csv,16450458.662937744
000931.SZ.csv,16413390.9732
600568.SH.csv,16402884.8984
002510.SZ.csv,16391400.976367615
603019.SH.csv,16384361.013554217
601717.SH.csv,16377378.510809666
000536.SZ.csv,16335213.7084
601001.SH.csv,16311199.744
601607.SH.csv,16232384.6752
002244.SZ.csv,16208406.6376
300498.SZ.csv,16205269.549632354
600500.SH.csv,16193912.9528
601326.SH.csv,16144734.627118643
600303.SH.csv,16100072.2408
600239.SH.csv,16098273.1644
002002.SZ.csv,16044833.112
600467.SH.csv,16044804.0216
600188.SH.csv,16029042.516
002342.SZ.csv,16015193.191223832
002261.SZ.csv,15972011.0
300170.SZ.csv,15949822.2873101
600426.SH.csv,15948996.8028
300077.SZ.csv,15944635.905862924
603105.SH.csv,15933726.231481481
002431.SZ.csv,15924814.347535506
000520.SZ.csv,15913338.892694063
002668.SZ.csv,15910612.751667522
002239.SZ.csv,15897273.4952
600812.SH.csv,15875160.0868
600313.SH.csv,15869974.358630264
600698.SH.csv,15828799.228699552
600550.SH.csv,15801048.4392
600266.SH.csv,15751038.1404
600366.SH.csv,15741266.8592
600133.SH.csv,15737801.4564
601777.SH.csv,15733507.365426695
600277.SH.csv,15730305.2324
601890.SH.csv,15696473.346595934
600825.SH.csv,15689230.4784
600717.SH.csv,15657748.0464
600651.SH.csv,15637930.5472
601003.SH.csv,15636430.5712
600649.SH.csv,15630520.6028
601233.SH.csv,15590595.37419355
600198.SH.csv,15583805.4972
000718.SZ.csv,15575361.7904
600908.SH.csv,15569129.445727482
002118.SZ.csv,15562820.3784
000415.SZ.csv,15558679.7704
002481.SZ.csv,15536715.439759037
600577.SH.csv,15529823.852
300253.SZ.csv,15506111.501187649
600801.SH.csv,15473620.3612
000510.SZ.csv,15469084.1324
300070.SZ.csv,15458643.436393578
002428.SZ.csv,15418429.3196995
002288.SZ.csv,15416838.4252
600604.SH.csv,15407941.7232
002276.SZ.csv,15397723.2328
000997.SZ.csv,15394083.4856
600502.SH.csv,15357480.6528
600237.SH.csv,15339513.2208
600216.SH.csv,15326461.4156
600877.SH.csv,15304130.7968
600162.SH.csv,15295343.4
300182.SZ.csv,15293202.79308797
600660.SH.csv,15266399.098
300274.SZ.csv,15246203.64657268
601336.SH.csv,15234863.146666666
600399.SH.csv,15179307.9964
002436.SZ.csv,15174702.205353409
600339.SH.csv,15160872.446
600741.SH.csv,15143809.3984
600408.SH.csv,15123272.9348
000422.SZ.csv,15119470.6388
002489.SZ.csv,15092700.654545454
600674.SH.csv,15071812.0632
600227.SH.csv,15071465.68
600751.SH.csv,15069097.1504
000859.SZ.csv,15046888.6732
300750.SZ.csv,15046746.66075388
603390.SH.csv,15040942.9375
002108.SZ.csv,15038278.542
000822.SZ.csv,15027225.7652
002622.SZ.csv,15025699.395551257
002104.SZ.csv,14998383.0924
600525.SH.csv,14990293.5764
002475.SZ.csv,14981290.399054984
002969.SZ.csv,14981188.373626374
600172.SH.csv,14973935.0532
002073.SZ.csv,14972595.7712
002565.SZ.csv,14960734.667873302
002052.SZ.csv,14960166.2936
000088.SZ.csv,14937424.5332
600021.SH.csv,14933720.7252
600531.SH.csv,14931848.6452
002154.SZ.csv,14919688.9204
601949.SH.csv,14913451.924148606
002310.SZ.csv,14911830.1756
001696.SZ.csv,14898122.256
000158.SZ.csv,14872738.4844
600439.SH.csv,14836527.336
002498.SZ.csv,14829709.242490204
000731.SZ.csv,14756775.8536
002273.SZ.csv,14748035.0224
300168.SZ.csv,14741309.852429781
000936.SZ.csv,14740876.1512
002145.SZ.csv,14718718.5088
603093.SH.csv,14717831.503311258
000039.SZ.csv,14698324.9388
002285.SZ.csv,14695412.8924
000506.SZ.csv,14675065.3408
000005.SZ.csv,14653652.7712
600743.SH.csv,14643885.8096
600707.SH.csv,14642609.8204
002233.SZ.csv,14637123.8744
300310.SZ.csv,14613785.76622039
002697.SZ.csv,14607463.744864864
600150.SH.csv,14593656.6204
002130.SZ.csv,14541719.034
600395.SH.csv,14514750.0968
601678.SH.csv,14489291.910490077
600971.SH.csv,14479867.4692
002407.SZ.csv,14473869.337204479
002280.SZ.csv,14431271.6932
600368.SH.csv,14381103.9224
600312.SH.csv,14380805.4104
000061.SZ.csv,14378277.7104
002156.SZ.csv,14373415.2612
600308.SH.csv,14355226.6616
300303.SZ.csv,14334969.390132248
002023.SZ.csv,14325991.3844
000426.SZ.csv,14304267.3144
600582.SH.csv,14296138.83
603815.SH.csv,14278650.776859503
000571.SZ.csv,14268680.634
600095.SH.csv,14244008.7864
600477.SH.csv,14243756.4132
600765.SH.csv,14236640.0232
002501.SZ.csv,14227177.429070275
002093.SZ.csv,14222561.2728
600037.SH.csv,14201418.4604
600884.SH.csv,14187188.888
002256.SZ.csv,14172144.0144
000729.SZ.csv,14171847.4016
300128.SZ.csv,14132312.253022453
002064.SZ.csv,14122433.4488
600549.SH.csv,14108030.1316
300083.SZ.csv,14072077.00166044
002089.SZ.csv,14055064.1084
000301.SZ.csv,14030674.4188
000949.SZ.csv,14011272.4364
600633.SH.csv,14005314.03640553
000762.SZ.csv,13995388.314
603128.SH.csv,13993773.430208333
600533.SH.csv,13980691.5932
000926.SZ.csv,13970523.274
600106.SH.csv,13968669.0884
600626.SH.csv,13953876.6284
000547.SZ.csv,13928021.508
300135.SZ.csv,13905404.566103164
000601.SZ.csv,13905336.1236
300157.SZ.csv,13888488.190243902
600851.SH.csv,13883192.472
002075.SZ.csv,13878053.647652479
601619.SH.csv,13877717.752994012
000927.SZ.csv,13843588.5328
300256.SZ.csv,13798645.351235742
600805.SH.csv,13796036.606
603220.SH.csv,13792799.869565217
000517.SZ.csv,13769969.5708
600273.SH.csv,13759060.774
002277.SZ.csv,13745595.0356
600446.SH.csv,13745468.118
600684.SH.csv,13742875.9908
300377.SZ.csv,13714399.535620052
600621.SH.csv,13709308.0824
600798.SH.csv,13681733.3288
600864.SH.csv,13681044.0144
002476.SZ.csv,13645280.390034365
600149.SH.csv,13643605.726
000998.SZ.csv,13635463.3524
600491.SH.csv,13628665.9136
603053.SH.csv,13628053.125
000955.SZ.csv,13602391.5872
002941.SZ.csv,13601174.375
600271.SH.csv,13595874.586
002474.SZ.csv,13594777.567439863
600794.SH.csv,13590010.6612
600393.SH.csv,13589376.7052
600744.SH.csv,13571470.0912
600405.SH.csv,13535562.8232
000519.SZ.csv,13480215.696
000159.SZ.csv,13477302.9868
002001.SZ.csv,13474821.7392
603000.SH.csv,13443728.438659795
000969.SZ.csv,13442913.3224
002031.SZ.csv,13435577.0348
002259.SZ.csv,13431517.7252
600397.SH.csv,13421339.16
000027.SZ.csv,13406884.4584
600570.SH.csv,13401476.368
600082.SH.csv,13392117.6272
000509.SZ.csv,13390203.5148
600578.SH.csv,13388294.0148
000623.SZ.csv,13365929.8008
000537.SZ.csv,13354122.5884
603256.SH.csv,13336756.403314916
601038.SH.csv,13299991.627807487
600655.SH.csv,13275574.1888
600867.SH.csv,13260206.648
002011.SZ.csv,13253357.4812
600289.SH.csv,13247662.786
600802.SH.csv,13239630.7732
002106.SZ.csv,13228809.3468
600112.SH.csv,13225881.5572
600838.SH.csv,13222815.4356
600433.SH.csv,13203465.2448
600340.SH.csv,13192034.8304
002517.SZ.csv,13184692.259112868
002638.SZ.csv,13151563.754411764
600929.SH.csv,13151106.587649403
600199.SH.csv,13146402.2224
002524.SZ.csv,13143890.92243279
002466.SZ.csv,13139398.568619069
600073.SH.csv,13138289.1408
000541.SZ.csv,13121157.1232
000046.SZ.csv,13107875.938
000836.SZ.csv,13100073.6892
600212.SH.csv,13093597.9012
000918.SZ.csv,13086774.5744
600830.SH.csv,13081718.042
600499.SH.csv,13081356.2988
600726.SH.csv,13064129.82
600084.SH.csv,13052542.1204
600288.SH.csv,13024816.1996
002122.SZ.csv,13020800.7708
600116.SH.csv,13019304.3024
000786.SZ.csv,12988759.588
002235.SZ.csv,12977963.5028
000545.SZ.csv,12968829.098502042
002630.SZ.csv,12966836.524390243
601633.SH.csv,12966624.524795378
000089.SZ.csv,12944236.2196
300014.SZ.csv,12927081.174
002554.SZ.csv,12917978.145617977
000498.SZ.csv,12896739.985681558
002043.SZ.csv,12892030.3052
002170.SZ.csv,12888677.0592
300297.SZ.csv,12856863.486280488
002191.SZ.csv,12841566.0348
600575.SH.csv,12834055.6284
600117.SH.csv,12832961.5064
000812.SZ.csv,12761491.5944
000543.SZ.csv,12761278.1612
600986.SH.csv,12754746.056
601015.SH.csv,12742667.671933785
600388.SH.csv,12742210.9924
600756.SH.csv,12740808.6608
000720.SZ.csv,12716675.9892
002471.SZ.csv,12709575.295152295
600536.SH.csv,12695751.1092
600657.SH.csv,12686934.6476
000980.SZ.csv,12684509.1872
600815.SH.csv,12679968.4984
002421.SZ.csv,12679882.991246352
600997.SH.csv,12656016.5912
603169.SH.csv,12647482.282640949
002701.SZ.csv,12581287.152542373
002081.SZ.csv,12568846.1764
002030.SZ.csv,12565299.13
002245.SZ.csv,12559103.5176
002312.SZ.csv,12559005.3216
002400.SZ.csv,12551303.737494832
601789.SH.csv,12528435.100616992
601996.SH.csv,12524274.146435453
601218.SH.csv,12522550.899449036
603712.SH.csv,12514098.040229885
002168.SZ.csv,12512228.8252
002938.SZ.csv,12511500.67191601
002012.SZ.csv,12509775.5024
002083.SZ.csv,12507014.4264
000790.SZ.csv,12505320.1864
600807.SH.csv,12491510.5912
601086.SH.csv,12489646.068071313
600290.SH.csv,12471628.3408
601010.SH.csv,12453783.18952734
002596.SZ.csv,12448938.547072599
600773.SH.csv,12438649.1956
300465.SZ.csv,12436940.852348993
300098.SZ.csv,12415688.407532798
002163.SZ.csv,12397327.6088
000407.SZ.csv,12396000.9332
300296.SZ.csv,12389683.055386178
600637.SH.csv,12384190.0188
000753.SZ.csv,12372944.0672
600630.SH.csv,12362102.874
600760.SH.csv,12349717.1864
600498.SH.csv,12342413.2068
600827.SH.csv,12334025.1472
000568.SZ.csv,12325877.4788
002681.SZ.csv,12322395.01932115
600708.SH.csv,12281998.1324
300748.SZ.csv,12279694.097883597
002570.SZ.csv,12273972.504328018
600790.SH.csv,12267911.418
002305.SZ.csv,12258707.4644
600509.SH.csv,12246530.508
600155.SH.csv,12225956.1992
